text,label
"Marvel Ultimate Alliance 3: The Black Order - это прекрасный кооперативный beat 'em up с простой и понятной прокачкой, огромным количеством культовых персонажей Marvel, симпатичными заставками и интересными боссами, которому не хватает более проработанного сюжета, полировки графики и разнообразия ситуаций во второй половине игры. Если у вас есть Nintendo Switch и вы хотели получить ненапрягающий веселый экшен для вечерних посиделок перед одним экраном с другом или подругой, то вы его получили. А для сюжета лучше дождаться Fire Emblem, которая выходит совсем скоро.",1
"Monster Hunter Stories выдирает кусок хорошего базового материала из номерных проектов серии, игнорируя большую часть остальных работающих функций и заменяя их сомнительными решениями в угоду новой аудитории. Упрощенная боевая система, пустые локации и наивный сюжет для самых маленьких может разочаровать фанатов серии. Однако менее требовательные игроки и новички во вселенной вполне смогут насладиться сочными заставками, доброй историей, увлекательным коллекционированием монстров и ненапрягающими битвами с красивыми специальными атаками без всякого зазрения совести.",1
"Несмотря на некоторые шероховатости, South Park: The Fractured But Whole – отличная RPG с увлекательным комедийным сюжетом, забавными персонажами, интересными способностями и системой создания артефактов и одежды. Творческий подход разработчиков к игровым ситуациям и море юмора делают этот проект одним из лучших в 2017 году.",2
"Довольная цветастая графика в Chibi-стилистике, редкие графические и видеовставки, а также неплохая музыка оставляют приятное впечатление. Но стоит персонажам открыть рот, как вся магия сразу куда-то улетучивается. Милые и красивые девочки оказываются огромной и пустой зияющей дырой, собранной из множества штампов… хотя этой фразой можно охарактеризовать всю игру целиком. Увы.",1
"Если мы простили Fates многочисленные сюжетные проблемы из-за отполированной механики, то сделать это с данной игрой никак не получается. Fire Emblem Echoes: Shadow of Valentia игнорирует большинство инноваций, произошедших с сериалом за двадцать с лишним лет. На бумаге подобный подход выглядит как дань уважения к классике, но на деле сильно бьёт по вариативности игрового процесса и гибкости персонального стиля прохождения в сравнении с современными представителями серии. Разумеется, кощунственно упрекать ремейк в следовании оригиналу, однако сейчас подобный подход может показаться порядком устаревшим и поверхностным, чем и разочарует игроков, не хватающих ностальгический инсульт при упоминании NES и Fire Emblem Gaiden.",1
"Batman: The Telltale Series - Episode 1: Realm of Shadows имеет весь потенциал для сильного сезона и интересной игры, особенно для тех фанатов, кому нравится Женщина-кошка и пришелся по душе сериал “Готэм”. Но возрастающие проблемы с движком, пресные диалоги и минимум выборов и влияния на основной сюжет оставляют легкий налет разочарования. Возможно, в следующей серии хотя бы с двумя из трех пунктов ситуация будет исправлена.",1
"Rise of Iron разочаровывает смехотворной продолжительностью сюжетной кампании и неудачной финальной фазой единственного страйка. Но, тем не менее, приятное, по меркам Destiny, количество побочного контента, интересные сюжетные миссии и симпатичные новые локации вместе с атмосферной музыкой делают его обязательным приобретением для всех поклонников оригинальной игры. Остальные могут спокойно пропускать и дать серии второй шанс с выходом Destiny 2, который ожидается ровно через год.",1
"Metro: Last Light – это графически впечатляющий боевик, страдающий от литературной первоосновы, странных игровых решений, наследия прошлых проектов и местами неудачной попытки скопировать фрагменты из других игр. У 4A Games есть все возможности для того, чтобы создать свой собственный, ни на что не похожий и действительно оригинальный проект. А пока Metro: Last Light – это красивая, но одноразовая история, для скудного на игры лета, которую лучше поскорее пройти до выхода The Last of Us.",1
"Mafia III – это сомнительная песочница, которая может отнять у вас много времени, но ее достоинства прячутся за плотным гримом из недостатков. Монотонность, однообразные задания, притянутый за уши вначале и позабытый к середине истории расизм, скучные побочные миссии и плоские персонажи, а также длинные переезды из точки в точку затмевают отличную постановку, яркие сцены и жестокие расправы черного парня над итальянским синдикатом. В Mafia III можно играть, но только если вы большой поклонник жанра. Во всех остальных случаях достаточно уже заметно устаревшей GTA V.",1
"El Shaddai: Ascension of the Metatron – это красивый арт-продукт, способный удивить дизайном и необычным подходом к ветхозаветным мифам, но идущий ко дну вместе с повторяющимся геймплеем, слишком сильными противниками и кривым платформенным решением. Впрочем, El Shaddai достойна того, что бы ее хотя бы один раз попробовать.",1
"Phoenix Point – это отличная тактическая игра с интересными дипломатическими находками и удобным интерфейсом, которая страдает от однотипных заданий ближе к финалу и невероятных пиков сложности из-за адаптивной системы искусственного интеллекта, которая, подстраиваясь под вашу тактику ведения боя и в сочетании со случайно создающимися этапами, превращает некоторые карты в невыполнимые испытания. Надеюсь, к консольному релизу в этом году этот зверский уровень сложности все же будет исправлен.",1
"Turn10 продолжает полировать концепцию Forza Motorsport, улучшая элемент за элементом и наращивая объем и разнообразие контента. Седьмая часть радует не только улучшенной погодой, разнообразием трасс, достоверной симуляцией и возможностью глубокой настройки богатого автопарка, но и уверенно входит в новое поколение 4K HDR экранов, демонстрируя при этом потрясающую оптимизацию. От следующей части нам, конечно же, хотелось бы видеть более существенные изменения по части карьеры, адекватной реализации управления с помощью руля и защиты от любителей потолкаться в мультиплеере, но даже так перед нами отличная и – главное – затягивающая игра.",2
"Assassin’s Creed: Revelations – это неудачная попытка поддержать серию и закончить сюжетные концы при помощи китайских производителей, хотя в титрах вы узнаете о всей географии студий Ubisoft. Основная история игры слишком рванная и слабая,  герои лишены эмоций, новые характеры нераскрыты, попытка сыграть на чувствах фанатов и копнуть глубже наивна, а мотивация к изучению города минимальна. Что касается  Tower Defense: на фоне слаженной первой части, она выглядит как кусок собачьих экскрементов на зеленой траве доброй памяти. Единственное, что остается неизменно хорошим – это многопользовательский режим, который за счет новых перков в стиле COD способен удержать внимание игроков на несколько дней. Но даже это не спасает Assassin’s Creed: Revelations от падения в дыру слюнявого самокопирования и расчетливой до последнего цента потоковой  серости.",1
"Основная проблема Fallback – это неровность в генерации станций с модулями и улучшении персонажа, а также незначительная продолжительность. При должной удаче и сноровке мир игры можно пройти за полчаса. А это не совсем то, что вы хотите от проекта даже за небольшую цену. В остальном фанаты жанра могут попробовать.",1
"Syndicate – это симпатичный графически, но очень линейный, монотонный, лишенный фантазии, сюжета и атмосферы боевик, где игрока пытаются утомить вылезающими из всех щелей источниками света, плоскими персонажами, простыми головоломками, однообразными QTE, не меняющейся игровой механикой и полным пренебрежением к наследию гениальной классики от студии Bullfrog.",1
"Но классика есть классика. Devil May Cry HD Collection стоит рекомендовать всем, кто пропустил эти хиты на PlayStation 2, а также фанатам жанра Action/Adventure. Но не ждите от игры современного подхода к игровому дизайну. Это старый добрый Devil May Cry, и слово «старый» здесь для многих может выступать в негативном ключе. Однако, если попробовать закрыть глаза на многие проблемы игры [и никогда не запускать вторую часть], для вас это мрачное и полное опасностей приключение может стать особенным.",2
"UEFA Euro 2012 – пример cверхудачного DLC, реализованного EA Sports. Это дополнение позволило игре вновь взоглавить чарты, и, несмотря на некоторые не очень приятные для российских фанатов проблемы, подарило нам возможность не только поучаствовать в турнире в Украине и Польше, но еще и вывести сборную России из группы и даже сделать ее чемпионом Европы! Что само по себе просто чудо!
P.S. Vamos La Furia Roja!",1
"Несмотря на упрощения, просроченную графику и разочаровывающую линейность, густая атмосфера, затягивающий геймплей и интересная история – именно то, что заставляет пройти Murdered: Soul Suspect практически на одном дыхании. Расследования, сюжетные сцены, неожиданные открытия, прятки от демонов и снова расследования – события быстро меняются, и от игры очень сложно оторваться. Если вы в восторге от проектов в стиле Beyond: Two Souls и The Walking Dead, то пропускать Murdered тем более не рекомендуется.
Тестировались версии для PS4 и Xbox 360.",1
"""Guilty Gear Xrd - Revelator -"" - это профессиональная турнирная дисциплина, предназначенная в первую очередь для хардкорных фанатов серии. Несмотря на наличие Stylish Mode и уникальной графики, игра вряд ли привлечет внимание более широкой аудитории. Характерная рваная анимация персонажей и яркие вспышки могут привести к неприятным глазу последствиям, но если вам нравится аниме, высокий темп и есть желание кропотливо изучать нюансы боевой системы, то Guilty Gear Xrd - Revelator - со временем может стать любимым файтингом.",2
"Sniper Elite III – неплохая игра с действительно стильной системой X-Ray и значительно похорошевшей графикой, но с таким прицепным вагоном недостатков, что скорее ослик упадет без сил, чем взберется на гору достойных продуктов. Впрочем, любители жанра все равно будут довольны, ведь следующего псевдосимулятора снайпера придется ждать еще не один год.",1
"Tales of Xillia 2 страдает от неоправданных изменений механик первой части, противоречивых дизайнерских решений, повторов и искусственного затягивания сюжета. Но даже с таким набором неприятностей, фанатам оригинала, игра обязательно понравится хотя бы из-за обаятельного кота Ролло и возможности провести еще пару десятков часов в обществе полюбившихся персонажей. Если же вы не видели первую часть, то покупайте сразу комплект для длительного погружения в яркий мир игры.",1
"The Room Three не сильно выбивается из основной серии, страдая от все тех же проблем с не всегда очевидными головоломками, излишним бектрекингом, проблемной навигацией и мелкими недоработками. Тем не менее, это одно из лучших приключений для мобильных устройств, к тому же великолепно переведенное на русский язык, что будет особенно приятно для многих наших игроков. Ну, и конечно, по прохождению игры вам точно захочется перепройти оригинал, который в данный момент времени доступен абсолютно бесплатно.",2
"Возвращаясь к сюжету и диалогам - это самая посредственная составляющая сериала. Персонажи вбирают стандартный для такого жанра набор клише и ведут себя, как полные идиоты. Агенты ONI, добровольно вызвавшиеся на крайне опасную операцию, напоминают сбежавших из колонии зеков, а не профессиональных солдат. Только и думают о том, как бы спасти свои бесполезные шкуры. Такое ощущение, что в будущем в разведку сможет попасть любой дурак без образования и спецподготовки, а отбор будет производиться исключительно по убедительности выражения лица.",1
"Warhammer: Chaosbane - это симпатичная, но в целом проходная игра, которую можно весело пробежать в кооперативе с друзьями и забыть навсегда. Либо долго и упорно мучать одному из-за проблем с разнообразием и скучным сюжетом. Самые отчаянные фанаты жанра и вселенной Warhammer могут попробовать, но лучше на распродаже. А остальные просто проходят мимо.",1
"From Dust – отличный и в общем не сложный проект в ныне позабытом жанре симуляторов бога с несколькими действительно впечатляющим моментами, подпорченный тупым искусственным интеллектом. Но если вы помните Populous и обожаете Powermonger, то From Dust точно стоит попробовать.",2
"Assassin’s Creed Chronicles: Russia – это не только безумный наркотический сюжет, плохо прописанные персонажи и набор платформенных клише, но и девять эпизодов, которые можно пройти только если у вас слишком много свободного времени. Ничего выдающегося, удивительного или достойного вашего внимания в этой части, как и в прошлых эпизодах хроник, нет. Создатели даже забыли про медведей с балалайками, что для проекта про Россию просто полный провал.",0
"При всех имеющихся недостатках, SOMA - это один из главных релизов нынешней осени. Эмоциональный сюжет, выходящий на уровень хорошей научно-фантастической повести, заставляет задуматься о повторном прохождении уже сразу после окончания финальных титров и вне всяких сомнений претендует на звание лучшей игровой истории 2015 года.",2
"Game of Thrones: Episode 5 - A Nest of Vipers – это фактический провал напоминающего американские горки проекта. Для того чтобы вытащить игру из этой клоаки в финальной серии Telltale понадобится настоящее чудо. А судя по продемонстрированным талантам сценаристов, на это рассчитывать явно не приходится.",0
"Chibi-Robo! Zip Lash - забавная игра, которая к середине скатывается в откровенное самокопирование. Учитывая небольшую продолжительность и мнимую сложность, данный проект может понравиться лишь неискушённым игрокам и коллекционерам Amiibo. Фигурка, идущая в комплекте со специальной версией игры, выглядит действительно здорово. А других веских причин для приобретения Chibi-Robo! Zip Lash попросту не существует.",0
"Divinity: Original Sin II - это правильный сиквел, который сохранил и улучшил все удачные наработки оригинала, удалив или исправив прошлые неудачные решения. Великолепная игра с разнообразным и увлекательным геймплеем, интересной историей и легким юмором способна увлечь на сотню часов погружения в атмосферный мир классических пошаговых RPG. Если вы фанат жанра, то Original Sin II просто обязана быть в вашей коллекции.",2
"Серия Total War с каждой новой игрой все больше напоминает конструктор. И Warhammer II стала апофеозом данного тезиса. Создав базу в виде оригинальной игры, команда разработчиков начала ее неспешно доводить до ума. Да, у нас пока нет морских баталий, но ее исключено, что с релизом триквела мы получим самый ультимативный Total War из ныне существующих.",2
"Если вы устали от крупных и серьезных блокбастеров с проработанным игровым процессом и интересным сюжетом, то можно попробовать отключить мозг и насладиться Fat Princess Adventures. В остальном это одна из самых глупых игр, в которую нам довелось играть в последнее время.",0
"Inazuma Eleven GO: Chrono Stone - это игра о маниакальной, всеобъемлющей страсти к спорту. Довольно странная концепция сюжета, даже на фоне первой части трилогии, а также избыточно затяжные профессиональные матчи с противниками намного ниже вашего уровня могут подпортить впечатление. Однако, при всём при этом, Chrono Stone рассказывает довольно милую, без претензий на серьёзность историю, в которую авторы заложили самые разные эмоции, что вкупе с увлекательной системой коллекционирования и развития футболистов, огромным количеством контента и онлайновой составляющей, вполне способно обеспечить Вам массу приятных ощущений.",1
"Подводя итог, хочется сказать что Project Soul не очень понятно обошлись с некоторыми персонажами, многие олдскульные фанаты могут быть недовольны и тем, что боевая система пережила ряд упрощений. Однако, я бы отметил то, что разработчики поступили очень смело, пусть и местами нелогично, но все же была высока вероятность того, что это будет Soul Calibur IV с косметическими изменениями под названием Soul Calibur V или попросту «дойка» фанатов. Это действительно новая часть, с новым игровым процессом и, главное, с отличным онлайном.  Безусловно, игра стоит внимания, если Вы собираетесь играть через интернет, по большому счету - это главное и единственное для чего можно купить игру. Если же вы привыкли играть один, хотя играть в файтинги одному - занятие не самое интересное, то тут просто не во что играть одному.  ",1
"Carmageddon: Max Damage бессовестно устарела и осталась в прошлом. Это бюджетная игра, в которой нет интересных идей, а нудный геймплей и блеклая графика пытаются выехать за счет жестокости. Если вы обращали хоть какое-то внимание на жанр гоночных игр, новый проект от Stainless Games вас вряд ли заинтересует.",0
"Конечно, в Amnesia: A Machine for Pigs есть интригующее начало, отличная музыка и несколько прыг-скок моментов, заставляющих вас вздрогнуть от неожиданности, но даже концепция загадочной машины, местных историй про семью Джека Потрошителя и сумрачная атмосфера Лондона не способны вытянуть проект, где игроку разжевывается все до мельчайших деталей. Скучные улицы Лондона, скучные подземелья, скучный особняк, скучная история и отсутствие всего того, что сделало оригинал столь популярным, оставляют ощущение обмана особенно у тех, кто получил массу уникальных эмоций в первой части игры.",1
"Vampire: The Masquerade – Coteries of New York – это в первую очередь интересная запутанная история и попытка рассказать о Мире Тьмы тем, кто никогда с ним не сталкивался, что может быть полезно в преддверии выхода полноценной ролевой игры в той же вселенной. Всем остальным, кто не обладает достаточным уровнем английского, не готов проводить время в местной энциклопедии и читать тысячи строк не самого простого текста, лучше взять любую раннюю книгу той же Райс и пропустить игру мимо.",1
"Sid Meier's Civilization: Beyond Earth немного напоминает заготовку, на которую впоследствии планируется наложить новые расширения и дополнения, но затягивает на долгие часы. Если вы интересуетесь научной фантастикой, то игру, определенно, стоит попробовать. Ну а фанатам серии Civilization проект просто обязателен к покупке.",2
"War Thunder – графически великолепная игра, глубокий игровой процесс которой заставит возвращаться в нее снова и снова. Она может похвастаться хорошей оптимизацией летной части и спокойно пойдет на средних машинах. У PS4 версии есть свои проблемы, а необходимость в донате хоть и присутствует, но не сильно влияет на игровой процесс, поэтому War Thunder можно спокойно рекомендовать поклонникам онлайновых развлечений.",2
"VOEZ - это приятная и неожиданная музыкальная игра, которая поможет разнообразить досуг на Nintendo Switch. The Legend of Zelda, несмотря на свою огромную продолжительность, все равно далеко не бесконечна. И когда встанет вопрос о покупке новых проектов, VOEZ вполне может оказаться правильным решением.",2
"О Mad Max можно писать еще много, но это нисколько не изменит конечного итога. Вялая история, не способная удержать ваше внимание, уродливые персонажи, пропадающие из сюжета герои, совершенно нелепый заход с собакой минером, а также многочисленные заимствования даже на фоне действительно интересных гонок и отличного дизайна пустоши вызывают разочарование. Вторичность и отсутствие новых идей здесь повсюду - вышки (воздушные шары), крепости, предметы, сайд-квесты, чучела взяты из обычных наборов Ubisoft, а боевая система такая же, как в Batman, только менее разнообразная. Да, гоночная часть тащит всю игру, и если бы не эти веселые столкновения, погони и взрывы на фоне величественных пейзажей, то в мире Mad Max просто нечего было бы делать. Впрочем, в нем и сейчас нечего делать до очередной распродажи или зимних праздников.",1
"Масштабность и глубина во многом перекрывают недостатки. Wasteland 2 - это настоящий The Elder Scrolls от мира пошаговой тактики. Вы можете наиграть более ста часов и даже близко не приблизиться к развязке. В игре полно интересных заданий безумных встреч и неожиданных поворотов. Культ ненавистников морепродуктов, механические скорпионы, синтетики, мутировавшие насекомые, похотливые зайцы-насильники - игра не даст заскучать. А когда вам покажется, что вы уже близки к завершению, разработчики преподносят еще больше приятных сюрпризов.",2
"Разработчики явно перегнули палку с микроплатежами – без них играть очень некомфортно. При этом доната нет в простых одиночных матчах, а также в режиме лиги, где поединки проходят как с компьютером, так и с другими игроками. Если это всё, что вам нужно, то можете купить игру. Во всех остальных режимах NBA 2K20 производит впечатление условно-бесплатной игры с различными видами валюты и требующей постоянного вливания реальных денежных средств. Последний гвоздь в крышку гроба вбивают постоянные проблемы, вызванные подключением к серверу, из-за которых вы не можете поиграть в игру или теряете прогресс. Это просто треш.",0
"IMMURE: Part One - это очень короткая игра ценой в 195 рублей в Steam, которая больше разочаровывает из-за своей продолжительности, чем резко оборванного сюжета. Но если вы поклонник творчества Стива, то можете купить первый эпизод этого достаточно странного произведения.",1
"Безусловно, Borderlands: The Handsome Collection - отличный подарок для всех поклонников серии, которые хотят получить полный набор из всех DLC и двух полноценных игр по скромной по нынешним временам цене в 3000 рублей. Возможность переноса сохранений между Xbox 360 и Xbox One, PS3 и PS4 является приятным бонусом, но отсутствие первой части в комплекте, почти мертвый онлайн, местами завышенная сложность, однотипность заданий и гигантские унылые уровни с кучей глупых противников могут отпугнуть неофитов, не готовых к таким испытаниям. Впрочем, в традиционно пустой летний период можно осилить и эти проблемы.",1
"Sonic Forces могла быть намного лучше, если бы разработчики уделили больше внимания структуре уровней, физике персонажей и управлению. Возможно, в будущем Sonic Team сделает необходимые обновления механики с помощью патчей, но пока игра ощущается сырой и недоделанной – даже несмотря на все попытки дизайнеров порадовать фанатов вариативностью.",0
"Подводя итог, можно сказать, что у 343 Industries, Certain Affinity и Saber Interactive получилось хорошее, хоть и не лишенное недостатков, обновление игры десятилетней давности, а не очередной HD-порт. Сильно улучшив внешний вид проекта, разработчики оставили игру такой, какой она была 10 лет назад. Halo: Combat Evolved: Anniversary – проект, рассчитанный на фанатов серии. Остальным – по желанию.",1
"The Evil Within 2 - это одно из самых хорошо продуманных и эмоциональных приключений этого года, которому не хватило времени на полировку и чуть большего количества открытых пространств для исследования. Проблемное прицеливание, анимация главного героя и кривые хит-боксы были недостатками оригинала, которые можно было бы исправить ко второй части повествования. Принимая во внимание открытый финал, остается надеется на идеальную третью часть, если она, конечно, когда-нибудь выйдет.",2
"Lego Harry Potter Years 5-7 – это скорее расширенная версия предыдущей части LEGO приключений с несколькими улучшениями и тремя сюрпризами. Но учитывая однообразие процесса, отсутствие интересных головоломок и цикличность игрового процесса порекомендовать его можно только самым преданным фанатам Джоан К. Роулинг и пластикового конструктора. Всем остальным должно было хватить и предыдущей версии игры.",1
"Bloodforge с выцветшей графикой и в режиме ярости еще и с выкрученной на максимум яркостью, неудачным управлением, скучными уровнями и невнятным сюжетом даже в моменты дизайнерского креатива оставляет впечатление неудачного эксперимента обкурившихся студентов. Наблюдать это зрелище и уж тем более играть в это странное варево ради ачивок или сетевого рейтинга уж точно удел исключительно избранных.",0
"Основная проблема Nidhogg – это малое количество уровней, иногда бьющее по глазам кислотное окружение (вроде облаков), где вы просто не видите вашего противника, а также отсутствие ловушек и прочих полезных для такого проекта решений. В остальном – это одна из самых интересных игровых концепций, нашедших свое воплощение на современной инди-сцене.",2
"Call of Duty: Infinite Warfare – один из самых ярких и технически продвинутых экшенов этого года, сочетающий в себе великолепные сражения на звездолетах, разнообразные по окружению и жанрам наземные операции и атмосферный саундтрек от Сары Шахнер. Если вы любите научную фантастику и давно ждали от популярной серии перемен, то ваши мечты наконец-то сбылись. Единственное, за что мы снизили оценку, – это достаточно вялый сюжет, глуповатые враги, блеклые NPC и неоправданные ожидания от присутствия Кита Харингтона в проекте.
P.S. Наш подробный обзор на мультиплеер и режим зомби ждите уже на этой неделе.",2
"Seraph – это необычный представитель смеси из нескольких жанров, бросающий ценителям сложных игр настоящий вызов даже на минимальном уровне сложности. Режимы для любителей стримить и проходить проекты спидраном лишь демонстрируют особенное отношение создателей к своим фанатам. Поэтому, если вы поклонник жанра и высокой сложности, то Seraph - одна из тех игр, которые стоит попробовать, хотя бы в зимнее межсезонье.",1
"Впрочем, даже на фоне этих недостатков, Halo 4 выглядит лучшим проектом в жанре научной фантастики со времени первого Mass Effect, а Кортана достойна титула самого эмоционального (как от аппетитного вида, так и из-за безумного поведения) персонажа этого года. Являетесь ли вы поклонником предыдущих частей или никогда не увлекались этой серией, пропускать Halo 4 категорически нельзя ни в коем случае.",2
"Проверенная концепция раскрывает себя с новых сторон после введения интересных идей и решений, дополняя оригинальную игру и заставляя взглянуть на уже привычные ситуации под другим углом. Прекрасная логика построения головоломок порадует фанатов жанра, но ближе к финалу ощущается нехватка разнообразия. Тем не менее, BoxBoxBoy! – это довольно приятное виртуальное приключение за неплохую цену.",1
